HUD_ID,PROJECT,PROJ_ADD,PROJ_CTY,PROJ_ST,PROJ_ZIP,STATE_ID,LATITUDE,LONGITUDE,FIPS2010,PLACEFP,N_UNITS,LI_UNITS,N_0BR,N_1BR,N_2BR,N_3BR,N_4BR,YR_PIS,YR_ALLOC,TYPE,NON_PROF,BASIS,BOND,FMHA_515,CREDIT,HOME,CDBG,FHA,HOPEVI,HOME_AMT,CDBG_AMT,HPVI_AMT,RENTASSIST,TRGT_POP,NONPROG,ALLOCAMT,INC_CEIL,LOW_CEIL,CEILUNIT,N_UNITSR,LI_UNITR,
"TNA19890825","SOUTHSIDE IV","1723 WESTCHESTER DR","NASHVILLE",TN,"37207","TN-89-099",36.254142761230,-86.77156066894,010903,52006,2,2,0,0,0,2,0,1989,1988,1,1,2,2,2,2,2,2,2,2,0,0,0,,2,1,8821,,,,2,2,
"TNA19890826","SOUTHSIDE IV","1719 WESTCHESTER DR","NASHVILLE",TN,"37207","TN-89-098",36.254215240478,-86.77146148681,010903,52006,2,2,0,0,0,2,0,1989,1988,1,1,2,2,2,2,2,2,2,2,0,0,0,,2,1,8821,,,,2,2,
"TNA19890827","SOUTHSIDE IV","1713 WESTCHESTER DR","NASHVILLE",TN,"37207","TN-89-097",36.254322052002,-86.77131652832,010903,52006,2,2,0,0,0,2,0,1989,1988,1,1,2,2,2,2,2,2,2,2,0,0,0,,2,1,8821,,,,2,2,
"TNA19890828","SOUTHSIDE IV","1709 WESTCHESTER DR","NASHVILLE",TN,"37207","TN-89-096",36.25439453125,-86.77121734619,010903,52006,2,2,0,0,0,2,0,1989,1988,1,1,2,2,2,2,2,2,2,2,0,0,0,,2,1,8821,,,,2,2,
"TNA19890829","SOUTHSIDE III","3313 BROOKDALE DR","NASHVILLE",TN,"37207","TN-89-090",36.254142761230,-86.77232360839,010903,52006,2,2,0,0,0,2,0,1989,1988,1,1,2,2,2,2,2,2,2,2,0,0,0,,2,1,9167,,,,2,2,
"TNA19890830","SOUTHSIDE III","3309 BROOKDALE DR","NASHVILLE",TN,"37207","TN-89-089",36.254089355468,-86.77231597900,010903,52006,2,2,,,,,,1989,1988,1,1,2,2,2,2,2,2,2,2,0,0,0,,2,1,9167,,,,2,2,
"TNA19890831","SOUTHSIDE III","3409 MEADOW CT","NASHVILLE",TN,"37207","TN-89-084",36.253658294677,-86.77323913574,010903,52006,2,2,,,,,,1989,1989,1,1,2,2,2,2,2,2,2,2,0,0,0,,2,1,9167,,,,2,2,
"TNA19890837","37TH AVE N DUPLEX","412 37TH AVE N","NASHVILLE",TN,"37209","TN-89-021",36.153762817382,-86.82864379882,013500,52006,2,2,,,,,,1989,1988,1,2,2,2,2,2,2,2,2,2,0,0,0,,2,1,7376,,,,2,2,
"TNA19890838","REGAL APTS","1609 FOURTH AVE N","NASHVILLE",TN,"37208","TN-89-020",36.181739807128,-86.79085540771,019400,52006,14,14,0,4,10,0,0,1989,1988,2,2,2,2,2,3,2,2,2,2,0,0,0,,2,1,13713,,,,14,14,
"TNA19900215","LAUREN COURT DUPLEX","602 CASTLEGATE DR","NASHVILLE",TN,"37217","TN-90-027",36.082187652587,-86.61237335205,015618,52006,2,2,0,0,0,2,0,1990,1990,1,2,2,2,2,2,2,2,2,2,0,0,0,4,2,1,7257,2,2,,2,2,
"TNA19900805","MONTROSE DUPLEX","1014 MONTROSE AVE","NASHVILLE",TN,"37204","TN-90-001",36.123573303222,-86.78665161132,017000,52006,2,2,0,0,0,2,0,1990,1990,1,2,2,2,2,2,2,2,2,2,0,0,0,,2,1,7468,,,,2,2,
"TNA19910060","WATSON/APONTE SFD","937 SHARPE AVE","NASHVILLE",TN,"37206","TN-91-051",36.189769744873,-86.75152587890,011700,52006,1,1,0,0,1,0,0,1991,1991,2,2,2,2,2,2,2,2,2,2,0,0,0,,2,1,2146,,,,1,1,
"TNA19910175","SHEMIN","4656 FOREST RIDGE DR","HERMITAGE",TN,"37076","TN91-036",36.177974700927,-86.58606719970,015622,52006,24,24,0,0,24,0,0,1991,1991,2,2,2,2,2,2,,,,,,,,,,1,,,,,24,24,
"TNA19910195","VILLAGE SOUTH APTS","801 INVERNESS AVE","NASHVILLE",TN,"37204","TN-91-035",36.124282836914,-86.77899169921,017100,52006,76,76,0,76,0,0,0,1991,1990,2,1,2,2,2,2,2,2,2,2,0,0,0,,2,1,23165,,,,76,76,
"TNA19920810","VILLAGE WEST","4606 TENNESSEE AVE","NASHVILLE",TN,"37209","TN-91-024",36.161148071289,-86.84289550781,013300,52006,288,288,,,,,,1992,1991,2,2,2,2,2,3,2,2,2,2,0,0,0,,2,,82429,,,,288,288,
"TNA19930205","STROUSE DUPLEX","956 STROUSE AVE","NASHVILLE",TN,"37206","TN-92-049",36.194450378418,-86.74776458740,011700,52006,2,2,0,0,0,2,0,1993,1992,1,1,2,2,2,3,2,2,2,2,0,0,0,4,2,1,7112,2,2,,2,2,
"TNA19930805","WOODARD DUPLEX","1613 FIFTH AVE N","NASHVILLE",TN,"37208","TN-92-059",36.180950164794,-86.79193115234,019400,52006,2,2,0,0,1,1,0,1993,1992,2,2,2,2,2,3,2,2,2,2,0,0,0,,2,1,5844,,,,2,2,
"TNA19950065","GREENS OF RIVERGATE","1601 GREENS CIR","GOODLETTSVILLE",TN,"37072","TN-94-032",36.296260833740,-86.71927642822,010302,29920,140,140,0,0,60,80,0,1995,1994,1,2,2,2,2,2,2,2,2,2,0,0,0,4,2,,698792,2,1,28,140,140,
"TNA19950085","VALLEY BROOK TOWNHOMES I","529 ZERMATT AVE","NASHVILLE",TN,"","TN-93-007",36.043708801269,-86.71984100341,019116,52006,108,108,0,0,0,108,0,1995,1993,1,1,2,2,2,2,2,2,2,2,0,0,0,4,2,,533683,2,2,,108,108,
"TNA19950090","VALLEY BROOK TOWNHOUSES PHASE II","520 ZERMATT AVE","NASHVILLE",TN,"37211","TN-93-049",36.043617248535,-86.71944427490,019116,52006,140,140,0,0,70,70,0,1995,1993,1,1,2,2,2,2,2,2,2,2,0,0,0,4,2,,634733,2,2,,140,140,
"TNA19950115","BOSCOBOL DUPLEX","1300 BOSCOBEL ST","NASHVILLE",TN,"37206","TN-94-022",36.171806335449,-86.74696350097,019200,52006,2,2,0,0,0,2,0,1995,1994,1,2,2,2,2,2,2,2,2,2,0,0,0,4,2,,10062,1,2,,2,2,
"TNA19950125","HILLSIDE DUPLEX","3042 HILLSIDE RD","NASHVILLE",TN,"37207","TN-94-024",36.227695465087,-86.75688934326,011001,52006,2,2,0,0,0,2,0,1995,1994,1,1,2,2,2,2,2,2,2,2,0,0,0,4,2,1,7740,1,2,,2,2,
"TNA19950130","QUEEN'S AVENUE DUPLEX","325 QUEEN AVE","NASHVILLE",TN,"37207","TN-94-023",36.207794189453,-86.76096343994,011300,52006,2,2,0,0,0,2,0,1995,1994,1,1,2,2,2,2,2,2,2,2,0,0,0,4,2,1,7740,1,2,,2,2,
"TNA19960035","FOREST PARK","6936 HWY 70 S","NASHVILLE",TN,"37221","TN-94-036",36.077461242675,-86.91203308105,018202,52006,104,104,0,0,0,104,0,1996,1994,1,2,2,2,2,3,2,2,2,2,0,0,0,4,2,,604544,2,1,21,104,104,
"TNA19960045","HICKORY MANOR APTS","2900 HAMILTON CHURCH RD","ANTIOCH",TN,"37013","TN-94-005",36.055889129638,-86.63661956787,015629,52006,152,152,0,40,80,32,0,1996,1994,1,1,2,2,2,3,2,2,2,2,0,0,0,4,2,,627678,2,2,,152,152,
"TNA19960800","WILLOW POINTE","120 HICKORY HOLLOW TER","NASHVILLE",TN,"","TN-12-201",36.158840179443,-86.64393615722,015502,52006,,,,,,,,1996,2012,2,2,2,1,2,3,2,2,2,2,0,0,0,,2,,232413,,,,,,
"TNA19969001","OLD HICKORY TOWERS","930 INDUSTRIAL ROAD","NASHVILLE",TN,"37138","TN-15-105",36.264793395996,-86.65889739990,010501,52006,216,210,0,206,10,0,0,1996,2015,2,1,2,,2,3,2,2,2,2,0,0,0,3,1,,,2,,0,216,210,
"TNA19990030","COBBLESTONE CORNERS","501 BEN ALLEN RD","NASHVILLE",TN,"37216","TN-97-005",36.221595764160,-86.74554443359,011002,52006,96,96,0,24,32,40,0,1999,1997,1,2,2,2,2,3,2,2,2,2,0,0,0,4,1,,497884,2,1,20,96,96,
"TNA19990055","NASHWOOD PARK APTS","1040 N DUPONT AVE","MADISON",TN,"37115","TN-97-007",36.265857696533,-86.68319702148,010402,52006,100,100,0,20,40,40,0,1999,1997,1,2,2,2,2,3,2,2,2,2,0,0,0,4,1,,500154,2,1,20,100,100,
"TNA19990090","SKYVIEW APTS","307 SUSANNAH CT","NASHVILLE",TN,"37209","TN-98-104",36.147609710693,-86.83123779296,013500,52006,89,89,0,20,32,28,9,1999,1998,2,2,2,2,2,3,2,2,2,2,0,0,0,4,2,,181841,2,1,20,89,89,
"TNA19990125","PARK AT HILLSIDE","1501 HILLSIDE AVE","NASHVILLE",TN,"37203","TN-98-103",36.1386097,-86.78437,019500,52006,290,291,0,35,191,65,0,1999,1998,2,1,2,2,2,3,2,2,2,2,0,0,0,4,2,,309499,2,1,58,291,291,
"TNA20000005","ARGYLE AVENUE SENIOR","755 E ARGYLE AVE","NASHVILLE",TN,"37203","TN-98-010",36.136207580566,-86.77765655517,016200,52006,80,80,0,60,20,0,0,2000,1998,1,2,2,2,2,3,2,2,2,2,0,0,0,4,1,,500000,2,1,16,80,80,
"TNA20000010","BELLEWOOD PARK APARMENTS","100 PENNINGTON AVE","NASHVILLE",TN,"37206","TN-98-059",36.194015502929,-86.73103332519,011400,52006,100,100,0,20,50,30,0,2000,1998,1,2,2,2,2,3,2,2,2,2,0,0,0,4,1,,500000,2,1,20,100,100,
"TNA20000060","VINE HILL APTS","2135 VINE HILL RD","NASHVILLE",TN,"37204","TN-98-025",36.129459381103,-86.76881408691,016100,52006,136,136,0,12,94,30,0,2000,1998,1,2,2,2,2,3,2,2,2,2,0,0,0,4,2,,500000,1,2,,136,136,
"TNA20000075","GRANSTAFF APTS","2333 METRO CTR BLVD","NASHVILLE",TN,"37228","TN-98-030",36.193397521972,-86.81041717529,013700,52006,90,90,0,24,54,12,0,2000,1998,1,2,2,2,2,2,2,2,2,2,0,0,0,4,1,,555302,2,1,18,90,90,
"TNA20010150","SPRING BRANCH APTS","1830 SPRING BRANCH DR","MADISON",TN,"37115","TN-00-104",36.294818878173,-86.69316864013,010401,52006,88,88,0,0,32,56,0,2001,2000,1,2,2,2,2,3,2,2,2,2,0,0,0,3,1,,231835,2,1,18,88,88,
"TNA20010160","TRINITY HILLS APTS","400 E NOCTURNE DR","NASHVILLE",TN,"37207","TN-00-119",36.211624145507,-86.79769897460,012701,52006,100,100,0,24,48,28,0,2001,2000,2,2,2,2,2,3,2,2,2,2,0,0,0,1,1,,89501,2,1,20,100,100,
"TNA20020015","BERKSHIRE PLACE APTS","1500 16 PORTER RD","NASHVILLE",TN,"","TN-00-118",36.173854827880,-86.80383300781,013900,52006,200,200,0,70,100,30,0,2002,2000,3,2,2,2,2,3,2,2,2,2,0,0,0,1,1,,361863,2,1,40,200,200,
"TNA20020050","RIVERCHASE APTS","683 JOSEPH AVE","NASHVILLE",TN,"37207","TN-99-103",36.182723999023,-86.77244567871,012600,52006,212,212,0,10,94,108,0,2002,1999,2,1,2,2,2,3,2,2,2,2,0,0,0,4,2,,327264,2,1,43,212,212,
"TNA20020070","MILLENNIUM APTS","1714 SEIFRIED ST","NASHVILLE",TN,"37208","TN-00-028",36.182281494140,-86.81267547607,013700,52006,25,25,0,6,10,9,0,2002,2000,1,2,2,2,2,3,2,2,2,2,0,0,0,3,1,,184770,2,1,5,25,25,
"TNA20020105","PRESTON TAYLOR HOMES I","812 40TH AVE N","NASHVILLE",TN,"37209","TN-00-030",36.158363342285,-86.83409881591,013601,52006,137,137,0,20,66,41,10,2002,2000,1,2,2,2,2,3,2,2,2,2,0,0,0,3,1,,391257,2,1,37,137,137,
"TNA20030065","DANDRIDGE TOWERS","431 OCALA DR","NASHVILLE",TN,"37211","TN-02-201",36.050621032714,-86.71887969970,019105,52006,154,154,0,154,0,0,0,2003,2002,3,2,2,2,2,3,2,2,2,2,0,0,0,1,1,,234176,2,1,31,154,154,
"TNA20030105","LAUREL HOUSE APT","1101 LAUREL ST","NASHVILLE",TN,"37203","TN-01-056",36.153926849365,-86.78430938720,019500,52006,48,48,0,48,0,0,0,2003,2001,1,1,2,2,2,3,2,2,2,2,0,0,0,3,1,,287963,2,1,5,48,48,
"TNA20030145","MERCURY COURT APT","411 MURFREESBORO PIKE","NASHVILLE",TN,"37210","TN-01-050",36.144069671630,-86.74865722656,015900,52006,20,20,10,10,0,0,0,2003,2001,1,2,2,2,2,3,2,2,2,2,0,0,0,3,1,,130000,2,1,2,20,20,
"TNA20030260","VILLAS AT METRO CENTER","469 PONDER PL","NASHVILLE",TN,"37228","TN-01-051",36.190551757812,-86.80568695068,013700,52006,91,91,0,0,72,19,0,2003,2001,1,2,2,2,2,2,2,2,2,2,0,0,0,3,1,,523827,2,1,10,91,91,
"TNA20040045","MEADOW CREEK, APTS","919 S DICKERSON RD","GOODLETTSVILLE",TN,"37072","TN-01-100",36.302837371826,-86.72034454345,010301,29920,84,84,0,0,44,40,0,2004,2001,1,2,2,2,2,1,2,2,2,2,0,0,0,3,1,,240230,2,1,17,84,84,
"TNA20040800","SWISS RIDGE APTS","455 SWISS AVE","NASHVILLE",TN,"37211","TN-02-203",36.041553497314,-86.71843719482,019116,52006,84,84,0,0,36,48,0,2004,2005,1,2,2,1,2,1,2,2,2,2,0,0,0,3,1,,223507,2,1,17,84,84,
"TNA20050045","ELLINGTON VIEW APTS","104 LEMONT DR","NASHVILLE",TN,"37216","TN-02-050",36.225101470947,-86.74384307861,011002,52006,32,32,0,0,16,16,0,2005,2002,1,1,2,2,2,2,2,2,2,2,0,0,0,4,2,,219829,2,1,7,32,32,
"TNA20050135","WEDGEWOOD TOWERS","1195 WEDGEWOOD AVE","NASHVILLE",TN,"37203","TN-04-201",36.135906219482,-86.78761291503,016200,52006,120,120,0,120,0,0,0,2005,2004,2,2,2,2,2,3,2,2,2,2,0,0,0,1,1,,700000,2,1,24,120,120,
"TNA20050195","LAKESIDE APTS","3940 BELL RD","HERMITAGE",TN,"37076","TN-03-217",36.165782928466,-86.60655975341,015610,52006,156,156,0,0,102,54,0,2005,2003,1,2,2,2,2,2,2,2,2,2,0,0,0,3,1,,359424,2,2,,156,156,
"TNA20050801","HAMILTON CREEK APTS","3140 HAMILTON CHURCH RD","ANTIOCH",TN,"37013","TN-03-042",36.065326690673,-86.62548828125,015620,52006,116,116,0,36,60,20,0,2005,2003,1,1,2,2,2,2,2,2,2,2,0,0,0,3,1,,696080,2,1,24,116,116,
"TNA20060065","HALLMARK AT FISK","816 17TH AVE N","NASHVILLE",TN,"37203","TN-04-047",36.163124084472,-86.80086517333,014400,52006,90,90,0,0,78,12,0,2006,2004,1,1,2,2,2,2,2,2,2,2,0,0,0,3,1,,558028,2,1,41,90,90,
"TNA20060160","CHIPPINGTON I & II APTS","1310 CORELAND DR","MADISON",TN,"37115","TN-05-221",36.245121002197,-86.71704864501,010702,52006,416,426,63,353,0,0,0,2006,2006,2,2,2,2,2,3,2,2,2,2,0,0,0,1,1,,648498,2,2,,426,426,
"TNA20060804","BURNING TREE APTS","345 BURNING TREE DR","HERMITAGE",TN,"37076","TN-05-203",36.174942016601,-86.59951782226,015623,52006,277,277,0,110,117,50,0,2006,2005,2,2,2,2,2,3,2,2,2,2,0,0,0,3,1,,583000,2,2,,277,277,
"TNA20070055","HERMITAGE MANOR APTS","1316 TULIP GROVE RD","HERMITAGE",TN,"37076","TN-05-050",36.174640655517,-86.59493255615,015623,52006,84,84,0,0,42,42,0,2007,2005,1,2,2,2,2,2,2,2,2,2,0,0,0,3,1,,581930,2,1,38,84,84,
"TNA20070060","HICKORY FOREST APTS","660 OCALA DR","NASHVILLE",TN,"37211","TN-06-212",36.051284790039,-86.72084808349,019105,52006,90,90,0,25,65,0,0,2007,2007,2,2,2,2,2,3,2,2,2,2,0,0,0,4,1,,202842,2,2,,90,90,
"TNA20070110","MARGARET ROBERTSON APTS","571 MARGARET ROBERTSON DR","HERMITAGE",TN,"37076","TN-07-209",36.178379058837,-86.59886932373,015623,52006,100,100,0,0,100,0,0,2007,2008,2,2,2,1,2,3,2,2,2,2,0,0,0,4,2,,199036,2,1,20,100,100,
"TNA20070165","SWISS VIEW APTS","499 SWISS AVE","NASHVILLE",TN,"37211","TN-05-052",36.039093017578,-86.72027587890,019116,52006,32,32,0,0,16,16,0,2007,2005,1,2,2,2,2,2,2,2,2,2,0,0,0,3,1,,253143,2,1,7,32,32,
"TNA20070170","PRESERVE AT METRO CENTER","468 PONDER PL","NASHVILLE",TN,"37228","TN-05-009",36.190979003906,-86.80539703369,013700,52006,81,81,0,17,52,12,0,2007,2005,1,2,2,2,2,2,2,2,2,2,0,0,0,3,1,,755040,2,1,38,81,81,
"TNA20070200","CHARTER VILLAGE APTS","333 RIO VISTA DR","MADISON",TN,"37115","TN-07-206",36.269870758056,-86.68313598632,010402,52006,250,250,0,80,130,40,0,2007,2009,2,2,2,1,2,3,2,2,2,2,0,0,0,4,1,,506321,2,1,50,250,250,
"TNA20080045","HICKORY HOLLOW TOWER","100 CURTIS HOLLOW RD","ANTIOCH",TN,"37013","TN-08-201",36.051582336425,-86.65026092529,015628,52006,154,154,0,154,0,0,0,2008,2008,2,2,2,2,2,3,2,2,2,2,0,0,0,4,2,,553619,2,1,1,154,154,
"TNA20080105","HALLMARK AT BELLVUE","6962 HWY 70 S","NASHVILLE",TN,"37221","TN-05-055",36.077232360839,-86.91272735595,018202,52006,90,90,0,0,70,20,0,2008,2005,1,2,2,2,2,2,2,2,2,2,0,0,0,3,1,,594000,2,1,41,90,90,
"TNA20090040","HANOVER RIDGE","2925 BABY RUTH LN","ANTIOCH",TN,"37013","TN-09-104",36.044940948486,-86.64036560058,015629,52006,72,44,,,,,,2009,2009,1,2,2,2,2,4,2,2,2,2,0,0,0,4,1,,550000,2,1,10,72,44,
"TNA20090105","WEATHERLY RIDGE APTS PHASE I","731 KROHNE WAY","ANTIOCH",TN,"37013","TN-06-217",36.073631286621,-86.63106536865,015620,52006,192,192,0,80,88,24,0,2009,2006,1,2,2,2,2,2,2,2,2,2,0,0,0,4,1,,691200,2,2,,192,192,
"TNA20090514","JEFFERSON STREET LOFTS","1114 FOURTH AVE N","NASHVILLE",TN,"37208","TN-08-066",36.175315856933,-86.78624725341,019400,52006,71,71,0,63,0,8,0,2009,2008,1,2,2,2,2,2,2,2,2,2,0,0,0,4,1,,741600,2,1,8,71,71,
"TNA20090519","WEATHERLY RIDGE APTS PHASE II","401 KOTHE CT","ANTIOCH",TN,"37013","TN-08-001",36.070529937744,-86.63002014160,015620,52006,48,48,0,16,24,8,0,2009,2008,1,2,2,2,2,4,2,2,2,2,0,0,0,4,1,,463499,2,1,5,48,48,
"TNA20090522","AUTUMN WOOD TERRACE APTS","1316 TULIP GROVE RD","HERMITAGE",TN,"37076","TN-09-115",36.174640655517,-86.59493255615,015623,52006,84,84,0,28,42,14,0,2009,2009,1,1,2,2,2,2,2,2,2,2,0,0,0,4,1,,749681,2,1,9,84,84,
"TNA20090801","WHISPERING OAKS","279 TANGLEWOOD CT","NASHVILLE",TN,"37211","TN-07-200",36.082183837890,-86.71399688720,019005,52006,482,482,42,172,228,40,0,2009,2009,2,2,2,2,2,3,2,2,2,2,0,0,0,,2,,082117,2,,,482,482,
"TNA20100015","EAST RIVER PLACE APTS","205 N EIGHTH ST","NASHVILLE",TN,"37206","TN-09-118",36.177642822265,-86.75991821289,011900,52006,89,89,,,,,,2010,2007,1,2,2,2,2,4,2,2,2,2,0,0,0,4,2,,965043,2,1,22,89,89,
"TNA20100523","PARKWOOD VILLA APTS","3258 BRICK CHURCH PIKE","NASHVILLE",TN,"37207","TN-09-205",36.235874176025,-86.78136444091,010904,52006,153,160,0,41,96,16,0,2010,2009,2,2,2,2,2,3,2,2,2,2,0,0,0,4,1,,211836,2,1,16,160,160,
"TNA20110531","SUMMERWIND APTS","344 BELL RD","NASHVILLE",TN,"37217","TN-09-208",36.077690124511,-86.63425445556,015618,52006,110,110,0,30,70,10,0,2011,2009,3,2,2,2,2,3,2,2,2,2,0,0,0,4,1,,181022,2,1,10,110,110,
"TNA20110543","OCTOBER HOMES","606 N DUPONT AVE","MADISON",TN,"37115","TN-08-054",36.267116546630,-86.69710540771,010402,52006,104,104,0,21,71,12,0,2011,2008,1,2,2,2,2,4,2,2,2,2,0,0,0,4,1,,166983,2,1,11,104,104,
"TNA20110547","NANCE PLACE APTS LP","8 ACADEMY PL","NASHVILLE",TN,"37210","TN-08-067",36.155361175537,-86.76581573486,019500,52006,109,109,,,,,,2011,2008,1,2,2,2,2,4,2,2,2,2,0,0,0,4,1,,060992,2,1,11,109,109,
"TNA20110813","HICKORY RIDGE APTS","585 HICKORY HILLS BLVD","WHITES CREEK",TN,"37189","TN-08-069",36.282142639160,-86.79567718505,010201,52006,54,54,0,0,42,12,0,2011,2009,1,2,2,2,2,4,2,2,2,2,0,0,0,,1,,185512,,,,54,54,
"TNA20120055","RYMAN LOFTS AT ROLLING MILL HILL","100 MIDDLETON CIR","NASHVILLE",TN,"37215","TN-10-040",36.046508789062,-86.87503051757,018601,52006,60,60,0,53,0,7,0,2012,2010,1,,2,2,2,2,2,2,2,2,0,0,0,3,1,,650000,,,,60,60,
"TNA20120802","TERRACE PARK TOWNHOMES PHASE II","3110 ELM HILL PIKE","NASHVILLE",TN,"37214","TN-12-203",36.142051696777,-86.63995361328,015624,52006,172,172,0,4,68,100,0,2012,8888,1,1,2,2,2,3,2,2,2,2,0,0,0,1,1,,282971,2,1,14,172,172,
"TNA20120807","SKYLINE VILLAGE APTS","3225 CREEKWOOD DR","NASHVILLE",TN,"37207","TN-11-042",36.230930328369,-86.77136230468,010904,52006,24,24,0,6,6,12,0,2012,8888,1,2,2,2,2,2,2,2,2,2,0,0,0,3,1,,258164,2,1,8,24,24,
"TNA20130015","PARK AT RICHARDS ROAD APTS","850 RICHARDS RD","ANTIOCH",TN,"37013","TN-12-469",36.068660736084,-86.67468261718,015615,52006,264,264,0,96,152,16,0,2013,2012,2,,2,2,2,3,2,2,2,2,0,0,0,,1,,100000,2,,,264,264,
"TNA20130016","THE RETREAT AT DRY CREEK FARMS PHASE II","1816 ROBERT CARTWRIGHT DR","GOODLETTSVILLE",TN,"37072","TN-12-202",36.346298217773,-86.73940277099,010202,52006,92,92,0,24,40,28,0,2013,8888,1,,2,2,2,,2,2,2,2,0,0,0,3,1,,339014,,,,92,92,
"TNA20130019","TOWNHOMES OF NASHBORO VILLAGE","1067 NASHBORO BLVD","NASHVILLE",TN,"37217","TN-12-484",36.089866638183,-86.64037322998,015612,52006,73,73,0,5,68,0,0,2013,8888,1,,2,2,2,,2,2,2,2,0,0,0,3,1,,962394,2,,,73,73,
"TNA20130933","HALLMARK STATION","3970 CLARKSVILLE PIKE","NASHVILLE",TN,"37218","TN-11-076",36.210262298584,-86.83889007568,012801,52006,66,,,,,,,2013,8888,1,,2,2,2,,2,,2,2,0,,0,3,1,,,2,,,66,66,
"TNA20160001","BILTMORE PLACE APARTMENTS","830 GLASTONBURY ROAD","NASHVILLE",TN,"37217","TN-15-224",36.134300231933,-86.70171356201,015804,52006,176,176,0,48,120,8,0,2016,8888,2,,2,1,2,3,2,2,2,2,0,0,0,3,1,,547380,2,,0,176,176,
"TNA20160013","RIVER RETREAT APARTMENTS","800 CHEYENNE BLVD","MADISON",TN,"37115","TN-15-228",36.260639190673,-86.67685699462,010601,52006,144,145,0,32,112,0,0,2016,2015,2,,2,1,2,3,2,2,2,2,0,0,0,3,1,,353522,2,,0,145,145,
"TNA20171009","RADNOR TOWERS","312 THUSS AVE.","NAHVILLE",TN,"37211","TN-16-204",36.102863311767,-86.73885345458,017500,52006,190,189,0,161,28,0,1,2017,9999,3,,2,,2,3,2,2,2,2,0,0,0,1,1,,0,2,,0,190,189,
"TNA20190005","HERMITAGE FLATS","5636 OLD HICKORY BLVD","HERMITAGE",TN,"37076","TN-17-207",36.175758361816,-86.60287475585,015623,52006,267,267,0,85,126,56,0,2019,9999,1,,2,,2,,2,2,2,2,0,0,0,,2,,0,3,,0,267,267,
"TNA20190006","ROBISON FLATS","1205 ROBINSON RD","OLD HICKORY",TN,"37138","TN-17-214",36.259101867675,-86.65819549560,010501,52006,209,209,0,181,28,0,0,2019,9999,1,,2,,2,3,2,2,2,2,0,0,0,,2,,0,3,,0,209,209,
"TNA20200009","TREVECCA TOWERS I/EAST","60 LESTER AVENUE","NASHVILLE",TN,"37210","TN-18-212",36.142951965332,-86.75286102294,015900,52006,354,354,109,245,0,0,0,2020,2018,2,1,1,,2,1,2,2,2,2,0,0,0,,1,,014768,2,,0,354,354,

